"client_id","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe"
583,29,"admin.","married","university.degree","unknown","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
38732,45,"technician","divorced","high.school","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
31283,50,"admin.","married","basic.9y","no","no","no","telephone","jun","fri",3,999,NA,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
21537,45,"services","single","professional.course","unknown","unknown","unknown","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
31798,44,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
20835,33,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
23958,30,"admin.","single","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
11570,37,"admin.","married","university.degree",NA,"yes","no","cellular","jul","mon",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
8013,31,"unknown","single","high.school","no","yes","yes","telephone","may","mon",1,2,1,"success",-1.8,93.876,-40,0.701,5008.7,0
34699,39,"technician","married","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
27306,29,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
3808,38,"admin.","married","high.school","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
31679,53,"management","married","unknown",NA,"yes","yes","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
30572,36,"admin.","married","university.degree","unknown","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
679,39,"services","divorced","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
12010,39,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",4,999,1,"failure",-0.1,NA,-42,4.153,5195.8,1
3710,28,"admin.","single","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
7487,40,"blue-collar","married","basic.6y","unknown","no","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
40178,47,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
10739,31,"technician","single","unknown","no","unknown","unknown","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
7596,30,"admin.","divorced","university.degree","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
27471,33,"blue-collar","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29488,39,"management","married","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,1
40201,31,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
10068,41,"technician","married","basic.9y","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
9186,35,"blue-collar","married","basic.9y","no","no","no","telephone","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
1130,36,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
23155,55,"self-employed","married","unknown","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
18939,51,"technician","married","professional.course","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
28435,38,"management","single","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
38899,34,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
31278,58,"admin.","married","basic.4y","unknown","no","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
30148,40,"management","married","university.degree","no","yes","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
11516,58,"retired","married","basic.9y","no","no","yes","cellular","may","fri",2,999,0,"nonexistent",NA,92.893,-46.2,1.259,5099.1,0
10950,47,"technician","married","professional.course","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
12095,53,"management","married","university.degree","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
36877,37,"admin.","married","university.degree","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
28589,33,"unemployed","married","basic.9y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
28611,57,"retired","married",NA,"unknown","yes","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
32836,54,"admin.","married","high.school","no",NA,"yes","cellular","aug","wed",13,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
3130,27,"technician","single","professional.course","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
38198,41,"technician","married","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
7986,28,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
18313,55,"retired","divorced","high.school","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
28803,41,"admin.","married","basic.9y","unknown","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
29797,39,"self-employed","married","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
9372,30,"unknown","married","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
9661,43,"admin.","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
8030,37,"technician","single","university.degree","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
2741,NA,"admin.","married","high.school","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
3488,34,"blue-collar","married","basic.9y","no","no","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,1
35555,54,"blue-collar","married","unknown","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
19343,29,"admin.","single","high.school","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
4641,60,"unemployed","married","high.school","no","yes","no","cellular","apr","thu",2,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,1
23628,42,"housemaid","married","high.school","no","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,0
7262,30,"self-employed","single","university.degree","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,0
22671,45,"admin.","married","high.school","no",NA,"no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
20116,37,"admin.","divorced","university.degree","unknown","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
2125,31,"blue-collar","single","high.school","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
39486,50,"technician","married","high.school","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,NA,0
29434,37,"technician","divorced","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
84,30,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
5757,40,"unemployed","divorced","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
17262,49,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
37600,41,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
12577,44,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
15772,29,"admin.","single","university.degree","no","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
37860,46,"admin.","divorced","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
10592,26,"housemaid","married","basic.4y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,NA,0
31647,48,"admin.","divorced","university.degree","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
2583,25,"unemployed","married","high.school","unknown","no","no","cellular","jul","fri",10,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
15401,49,"management","married","university.degree","no","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
8972,48,"services","married","high.school","unknown","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
11321,52,"self-employed","married","basic.4y","unknown","yes","no","telephone","may","wed",7,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
32043,45,"admin.","divorced","university.degree","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
38147,45,"admin.","single",NA,"no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
9275,36,"admin.","married","professional.course","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
28196,25,"technician","single","professional.course","no","yes","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
1983,41,"blue-collar","single","basic.6y","unknown","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
17578,30,"services","married","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
12819,47,"unemployed","married","high.school","no","yes","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
20669,31,"technician","married","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
28828,32,"admin.","single","university.degree","no","yes","no","cellular","dec","tue",2,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,0
22042,60,"management","married","unknown",NA,"no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
38513,32,"entrepreneur","married","high.school","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
12316,50,"blue-collar","married","professional.course","no","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
18116,26,"admin.","single","high.school","no","no","no","cellular","mar","tue",2,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,1
35062,44,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
28495,32,"admin.",NA,"university.degree","no","no","no","cellular","may","thu",1,6,1,"success",-1.8,92.893,-46.2,1.327,5099.1,1
28103,77,"retired","married","unknown","no","no","no","cellular","aug","wed",8,999,2,"failure",-1.7,94.027,-38.3,0.903,4991.6,0
3861,42,"admin.","married","university.degree","no","no","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,1
8945,49,"admin.","married","basic.9y","no","yes","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
40425,35,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
12518,30,"admin.","single","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,NA,0
37056,44,"technician","single","professional.course","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
13663,49,"admin.","single","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
37041,29,"admin.","single","basic.6y","no","yes","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
8500,43,"blue-collar","divorced","basic.4y","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
26768,36,"services","married","basic.9y","unknown","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
38148,33,"technician","married","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29246,53,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29800,48,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,NA,0
8336,52,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,NA,4.962,5228.1,0
36958,33,"services","married","basic.4y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
26131,51,"admin.","married","high.school","no","no","yes","cellular","oct","thu",2,999,1,"failure",-1.1,94.601,-49.5,0.987,4963.6,0
39705,31,"services","single","high.school","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
1408,56,"services","divorced","basic.4y","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
41149,40,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
9066,45,"services","married","professional.course","no","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
7125,56,"blue-collar","married","high.school","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
29886,29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
15039,27,"technician","married","high.school","no","no","no",NA,"may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6807,31,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",1,2,5,"success",-1.1,94.767,-50.8,1.048,4963.6,1
29190,38,"admin.","single","university.degree","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
23591,46,"blue-collar","single","basic.6y","unknown","no","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
33191,39,"services","single","high.school","no","yes","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
31450,37,"blue-collar","single","basic.9y","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
37745,43,"technician","married","high.school","no","yes",NA,"cellular","sep","thu",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.809,5017.5,0
10451,34,"blue-collar","single","basic.6y","unknown","yes","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,1
30323,35,"admin.","single","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,1
24886,57,"retired","married","basic.4y","unknown","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
20458,34,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
11468,52,"admin.","married","high.school","no","unknown","unknown","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
21511,51,"unemployed","married","high.school","no","no","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
37811,39,"blue-collar","married","basic.9y","no",NA,"no","cellular","apr","wed",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,0
3000,41,"blue-collar","single","basic.6y","no","yes",NA,"cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,NA,5228.1,0
32233,NA,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
27948,52,"management","married","professional.course","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
38345,48,"technician","married","professional.course","no","no","yes","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
8503,41,"technician","single","university.degree","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
36386,39,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,NA,4.858,5191,0
603,41,"housemaid","divorced","high.school","unknown","yes","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
37203,36,"technician","married","professional.course","no","yes","no","cellular","may","wed",1,10,1,"success",-1.8,92.893,-46.2,1.334,5099.1,1
1091,56,"retired","married","basic.4y","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
38504,42,"technician","married","professional.course","no","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,NA,0
7670,41,"admin.","divorced","university.degree","no","yes",NA,"cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
22600,39,"blue-collar","married","basic.6y","no","yes","no","telephone",NA,"wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
39236,43,"entrepreneur","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
11148,38,"technician","single","university.degree","no","yes","no","cellular","jul","tue",1,NA,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,0
27508,36,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
3556,24,"unemployed","single","university.degree","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
3752,38,"entrepreneur","married","basic.9y","no","yes","no","cellular","apr","mon",4,999,1,"failure",NA,93.075,-47.1,1.405,5099.1,0
31640,33,"services","married","high.school","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
10202,32,"admin.","single","university.degree","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
10157,31,"admin.","single","high.school","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
3431,58,"retired","married","unknown","unknown","no","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
21046,57,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,1
3869,24,"unemployed","single","university.degree","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
3673,33,"technician","single","university.degree","no","no","no","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
15479,28,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
27894,31,"services","married","high.school","unknown","no","no","telephone",NA,"tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
25549,57,"management","divorced","university.degree","unknown","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
13218,39,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
38158,28,"services","married","unknown","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
27984,33,"services","married","professional.course","no","no","no","cellular","jul","wed",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,1
34782,37,"management","married","university.degree","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
16508,37,"management","divorced","university.degree","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
40703,32,"services","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
16278,37,"admin.","married","university.degree","no","yes","no","telephone","may","thu",12,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
2548,27,"admin.","married","high.school","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.715,4991.6,0
28927,29,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",3,9,1,"success",-1.8,93.075,-47.1,1.41,5099.1,0
32149,32,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",3,999,0,"nonexistent",-1.8,92.843,-50,1.52,5099.1,1
33844,45,"technician","married","professional.course","no","no","no","telephone","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
7292,50,"self-employed","divorced","university.degree","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
22286,58,"technician","married","basic.9y","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,1
28229,43,"technician","married","high.school","no","no","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
19716,35,"management","single","university.degree","no","yes","no","telephone","jun","mon",21,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
12488,36,"technician","married","professional.course","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
4844,32,"admin.","single","university.degree","no","unknown","unknown","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
31948,39,"services","single","high.school","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6181,28,"admin.","married","university.degree","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
21325,39,"management","married","university.degree","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
4280,42,"technician","married","university.degree","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
28617,59,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
27567,40,"technician","married","basic.9y","no","yes","no","cellular","nov","mon",2,999,3,"failure",-1.1,94.767,-50.8,1.048,4963.6,0
25521,33,"blue-collar","married","high.school","unknown","no","no","cellular","may","tue",5,999,1,"failure",-1.8,92.893,-46.2,NA,5099.1,0
29506,36,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
4851,47,"technician","married","professional.course","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
6448,50,"technician","divorced",NA,"no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
21161,40,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
9339,29,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",2,8,2,"success",-1.1,94.199,-37.5,0.878,4963.6,0
20759,29,"admin.","single","high.school","no","yes","no","telephone","apr","mon",2,999,1,NA,-1.8,93.075,-47.1,1.405,5099.1,0
37644,38,"admin.","married","university.degree","no","no","no","cellular","oct","wed",2,999,1,"failure",-3.4,92.431,-26.9,0.74,5017.5,0
37609,26,"technician","single","professional.course","no","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
12213,32,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
6880,74,"retired","married","basic.9y","no","no","no","cellular","aug","thu",2,999,1,"failure",-2.9,92.201,-31.4,0.851,5076.2,0
8909,26,"student","single","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,1
23216,57,"technician","divorced","professional.course","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
28772,60,"retired","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
8329,41,"self-employed","married","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
13133,31,"self-employed","single","high.school","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
35071,45,"services","married","basic.6y","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,1
19204,32,"admin.","single","high.school","no","yes","no","telephone","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
10863,56,"management","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,NA,5195.8,0
35687,32,"entrepreneur","single","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
37972,35,"services","single","high.school","unknown","no","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
37703,30,"technician","single","high.school","no","yes","no","cellular","aug","thu",12,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
